direction,meilleur_score,marge,palier
DSI,0.40118077397346497,0.026029318571090698,<0.45 (article entier)
DSI,0.123988077044487,0.01778961718082428,<0.45 (article entier)
DSI,0.3293767273426056,0.056784629821777344,<0.45 (article entier)
DSI,0.4321971535682678,0.011231034994125366,<0.45 (article entier)
DSI,0.47697070240974426,0.04977521300315857,0.45-0.65 (top 3)
DSI,0.21001991629600525,0.022658750414848328,<0.45 (article entier)
DSI,0.2635026276111603,0.07235293090343475,<0.45 (article entier)
DSI,0.35358595848083496,0.02888423204421997,<0.45 (article entier)
DSI,0.27333560585975647,0.030284568667411804,<0.45 (article entier)
DSI,0.4306725263595581,0.02146017551422119,<0.45 (article entier)
DSI,0.3222631514072418,0.007301598787307739,<0.45 (article entier)
DSI,0.4968634843826294,0.03521615266799927,0.45-0.65 (top 3)
DSI,0.1918557584285736,0.023627057671546936,<0.45 (article entier)
DSI,0.5393350720405579,0.03795558214187622,0.45-0.65 (top 3)
DSI,0.1339166760444641,0.04117687791585922,<0.45 (article entier)
DSI,0.4168837368488312,0.00768694281578064,<0.45 (article entier)
DSI,0.10110949724912643,0.03931592404842377,<0.45 (article entier)
DSI,0.47771430015563965,0.05049958825111389,0.45-0.65 (top 3)
DSI,0.11456766724586487,0.01817856729030609,<0.45 (article entier)
DSI,0.3272407352924347,0.0006066858768463135,<0.45 (article entier)
DSI,0.1657719761133194,0.012906759977340698,<0.45 (article entier)
DSI,0.3453417420387268,0.02802187204360962,<0.45 (article entier)
DSI,0.15424592792987823,0.004252344369888306,<0.45 (article entier)
